question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,topic,source
Que signifie mobile first ?,Écrire d'abord les styles petits écrans puis enrichir,Coder uniquement pour mobile,Masquer le desktop,Utiliser seulement des px,CSS,easy,css_responsive,Web Dev & IA Quiz
Pourquoi utiliser max-width sur un conteneur ?,Pour éviter des lignes trop longues sur grand écran,Pour empêcher le responsive,Pour forcer la hauteur,Pour supprimer padding,CSS,easy,css_responsive,Web Dev & IA Quiz
Quelle unité représente 1% de la largeur du viewport ?,vw,vh,rem,em,CSS,easy,css_responsive,Web Dev & IA Quiz
Quelle unité représente 1% de la hauteur du viewport ?,vh,vw,rem,%w,CSS,easy,css_responsive,Web Dev & IA Quiz
Pourquoi utiliser des unités relatives ?,Elles s'adaptent mieux aux contextes et préférences,Elles empêchent les bugs,Elles remplacent les media queries,Elles rendent tout plus petit,CSS,medium,css_responsive,Web Dev & IA Quiz
"Quelle fonction CSS limite une valeur entre min, idéale et max ?",clamp(),limit(),between(),range(),CSS,medium,css_responsive,Web Dev & IA Quiz
Quelle expression rend une taille de police fluide contrôlée ?,"font-size: clamp(1rem, 2vw, 2rem)","font-size: responsive(1rem, 2rem)",font-size: between 1rem 2rem,font-size: auto-vw,CSS,hard,css_responsive,Web Dev & IA Quiz
Pourquoi tester sur plusieurs largeurs d'écran ?,Pour repérer débordements et problèmes de lisibilité,Pour changer le HTML automatiquement,Pour supprimer les images,Pour rendre le CSS plus court,CSS,easy,css_responsive,Web Dev & IA Quiz
Quel problème signale souvent un scroll horizontal non voulu ?,Un élément dépasse la largeur disponible,La page manque de contenu,Le viewport est trop grand,Le CSS ne charge pas,CSS,medium,css_responsive,Web Dev & IA Quiz
Quelle propriété peut rendre une image flexible dans son conteneur ?,max-width: 100%,width: fixed,image-fit: responsive,display: image,CSS,easy,css_responsive,Web Dev & IA Quiz
Pourquoi éviter des largeurs fixes partout ?,Elles peuvent casser sur petits écrans,Elles rendent le site plus rapide,Elles créent des media queries,Elles améliorent toujours l'accessibilité,CSS,medium,css_responsive,Web Dev & IA Quiz
Quelle stratégie aide à gérer les cartes sur mobile ?,Passer de plusieurs colonnes à une colonne,Réduire le texte à zéro,Désactiver les liens,Utiliser seulement position absolute,CSS,easy,css_responsive,Web Dev & IA Quiz
Quel format d'image peut aider pour le responsive moderne ?,srcset côté HTML avec tailles adaptées,Uniquement PNG énorme,Background fixed partout,Images sans dimensions,CSS,medium,css_responsive,Web Dev & IA Quiz
Pourquoi définir width et height d'image peut aider ?,Cela limite les décalages de mise en page,Cela force le téléchargement instantané,Cela supprime alt,Cela remplace object-fit,CSS,medium,css_responsive,Web Dev & IA Quiz
Quelle propriété aide à contrôler le recadrage d'une image ?,object-fit,image-crop,fit-image,background-cover-only,CSS,medium,css_responsive,Web Dev & IA Quiz
Quelle valeur object-fit remplit le cadre en rognant si besoin ?,cover,contain,fill-none,crop,CSS,medium,css_responsive,Web Dev & IA Quiz
Quelle valeur object-fit montre toute l'image dans le cadre ?,contain,cover,inside-only,full-image,CSS,medium,css_responsive,Web Dev & IA Quiz
Pourquoi cacher du contenu sur mobile doit être réfléchi ?,Cela peut retirer des informations importantes,Cela rend toujours l'UX meilleure,Cela améliore automatiquement le SEO,Cela rend le HTML plus sémantique,CSS,hard,css_responsive,Web Dev & IA Quiz
Quelle pratique améliore les cibles tactiles ?,Prévoir des tailles et espacements suffisants,Utiliser seulement des liens minuscules,Retirer les labels,Désactiver focus,CSS,medium,css_responsive,Web Dev & IA Quiz
Quel risque existe avec 100vh sur mobile ?,La barre du navigateur peut fausser la hauteur visible,100vh est interdit,Cela force un scroll horizontal,Cela désactive Grid,CSS,hard,css_responsive,Web Dev & IA Quiz
Quelle approche aide pour les breakpoints ?,Les choisir selon le contenu plutôt que seulement des appareils,"Toujours utiliser 320, 768, 1024 sans réfléchir",Éviter tous les breakpoints,Utiliser un breakpoint par composant uniquement aléatoire,CSS,hard,css_responsive,Web Dev & IA Quiz
Quelle propriété anime progressivement un changement CSS ?,transition,animation,transform,motion,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété définit la durée d'une transition ?,transition-duration,duration,animation-time,time-transition,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété définit quelles propriétés sont animées par transition ?,transition-property,transition-target,property-motion,animate-property,CSS,medium,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété définit la courbe de vitesse d'une transition ?,transition-timing-function,transition-curve,easing-property,motion-speed,CSS,medium,css_transitions_animations,Web Dev & IA Quiz
Quelle valeur de timing donne souvent un mouvement naturel ?,ease,linear-only,instant,step-final,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété transforme visuellement un élément ?,transform,position,display,visibility,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle fonction transform déplace un élément ?,translate(),move(),shift(),offset(),CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle fonction transform agrandit ou réduit un élément ?,scale(),resize(),zoom-only,grow(),CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle fonction transform tourne un élément ?,rotate(),turn(),spin(),angle(),CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Pourquoi animer transform ou opacity est souvent performant ?,Ces propriétés sont souvent mieux optimisées par le navigateur,Elles changent le HTML,Elles évitent tout repaint,Elles ne consomment jamais de ressources,CSS,hard,css_transitions_animations,Web Dev & IA Quiz
Quelle règle définit les étapes d'une animation CSS ?,@keyframes,@animation,@steps,@motion,CSS,medium,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété assigne une animation à un élément ?,animation-name,keyframe-name,motion-name,animate,CSS,medium,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété définit la durée d'une animation ?,animation-duration,duration,animation-time-only,time,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété définit le nombre de répétitions ?,animation-iteration-count,repeat-count,animation-repeat,loop,CSS,medium,css_transitions_animations,Web Dev & IA Quiz
Quelle valeur répète une animation indéfiniment ?,infinite,forever,loop,always,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété retarde le début d'une animation ?,animation-delay,delay,start-delay,motion-delay,CSS,easy,css_transitions_animations,Web Dev & IA Quiz
Pourquoi éviter trop d'animations simultanées ?,Elles peuvent distraire et nuire aux performances,CSS les interdit,Elles suppriment le contenu,Elles bloquent tous les clics,CSS,medium,css_transitions_animations,Web Dev & IA Quiz
Quelle media query respecte les utilisateurs préférant moins d'animations ?,prefers-reduced-motion,reduced-animation,no-motion-user,motion-less,CSS,hard,css_transitions_animations,Web Dev & IA Quiz
Pourquoi respecter prefers-reduced-motion ?,Pour l'accessibilité et le confort de certains utilisateurs,Pour accélérer toujours le site,Pour supprimer les transitions,Pour remplacer JavaScript,CSS,hard,css_transitions_animations,Web Dev & IA Quiz
Quelle propriété définit l'état avant/après animation ?,animation-fill-mode,animation-state,motion-position,keyframe-fill,CSS,hard,css_transitions_animations,Web Dev & IA Quiz
Pourquoi organiser le CSS par composants ?,Pour faciliter la maintenance et la réutilisation,Pour éviter d'écrire des classes,Pour rendre HTML inutile,Pour supprimer la cascade,CSS,easy,css_architecture,Web Dev & IA Quiz
Quel problème apparaît avec un fichier CSS très désorganisé ?,Les effets de bord deviennent difficiles à maîtriser,Le navigateur refuse le fichier,Les couleurs disparaissent,Les media queries sont interdites,CSS,medium,css_architecture,Web Dev & IA Quiz
"Quelle convention de nommage utilise block, element et modifier ?",BEM,MVC,REST,OOP,CSS,medium,css_architecture,Web Dev & IA Quiz
Quel nom respecte l'esprit BEM ?,card__title--large,card-title-large-final,large_title_card,title.card.large,CSS,medium,css_architecture,Web Dev & IA Quiz
Pourquoi éviter les noms de classes uniquement visuels comme red-box ?,Le style peut changer alors que le rôle reste,CSS interdit les couleurs dans les noms,Les classes rouges sont plus lentes,Cela bloque le responsive,CSS,medium,css_architecture,Web Dev & IA Quiz
Pourquoi utiliser des variables CSS ?,Pour centraliser des valeurs réutilisées,Pour créer automatiquement du HTML,Pour supprimer les media queries,Pour empêcher les surcharges,CSS,easy,css_architecture,Web Dev & IA Quiz
Quelle syntaxe déclare une variable CSS ?,--primary-color: #000;,$primary-color: #000;,@primary-color: #000;,primary-color = #000;,CSS,medium,css_architecture,Web Dev & IA Quiz
Où déclare-t-on souvent les variables globales ?,:root,.root,#root,html:vars,CSS,medium,css_architecture,Web Dev & IA Quiz
Quelle syntaxe lit une variable CSS ?,var(--primary-color),use(--primary-color),$primary-color,get(primary-color),CSS,medium,css_architecture,Web Dev & IA Quiz
Pourquoi éviter !important comme solution par défaut ?,Il complique la maintenance de la cascade,Il ne fonctionne pas,Il rend le CSS invalide,Il supprime les variables,CSS,medium,css_architecture,Web Dev & IA Quiz
Qu'est-ce qu'un design token ?,Une valeur de design nommée et réutilisable,Une clé API CSS,Un fichier HTML,Un type de media query,CSS,hard,css_architecture,Web Dev & IA Quiz
Pourquoi documenter les classes utilitaires ou composants ?,Pour faciliter l'usage cohérent par l'équipe,Pour éviter les commits,Pour rendre le navigateur plus rapide,Pour supprimer les tests,CSS,easy,css_architecture,Web Dev & IA Quiz
Quel risque existe avec trop de classes utilitaires non maîtrisées ?,Le HTML peut devenir difficile à lire,CSS cesse de fonctionner,Les styles deviennent privés,Les images ne chargent plus,CSS,hard,css_architecture,Web Dev & IA Quiz
"Pourquoi séparer base, composants et utilitaires peut aider ?",Chaque couche a une responsabilité plus claire,Cela empêche les doublons HTML,Cela remplace JavaScript,Cela bloque la cascade,CSS,medium,css_architecture,Web Dev & IA Quiz
Quelle bonne pratique aide à supprimer du CSS inutilisé ?,Auditer les classes réellement utilisées,Renommer toutes les classes,Tout mettre en inline,Ajouter !important,CSS,medium,css_architecture,Web Dev & IA Quiz
Pourquoi le CSS inutilisé est un problème ?,Il alourdit le chargement et la maintenance,Il améliore le cache,Il crée automatiquement du responsive,Il protège contre XSS,CSS,medium,css_architecture,Web Dev & IA Quiz
Quel risque existe avec des styles inline partout ?,Ils sont difficiles à maintenir et réutiliser,Ils sont interdits en HTML,Ils empêchent toutes les classes,Ils ne s'appliquent jamais,CSS,medium,css_architecture,Web Dev & IA Quiz
Pourquoi harmoniser les espacements ?,Pour donner une interface plus cohérente,Pour réduire le nombre de fichiers HTML,Pour éviter les images,Pour remplacer Flexbox,CSS,easy,css_architecture,Web Dev & IA Quiz
Quelle approche est utile pour une app mobile premium ?,"Une échelle cohérente de couleurs, espaces et typographies",Des styles différents sur chaque écran,Des marges aléatoires,Des boutons sans états,CSS,easy,css_architecture,Web Dev & IA Quiz
"Pourquoi prévoir les états hover, focus et disabled ?",Pour rendre les composants compréhensibles et accessibles,Pour éviter les formulaires,Pour remplacer les titres,Pour supprimer les transitions,CSS,medium,css_architecture,Web Dev & IA Quiz
Pourquoi faut-il vérifier le contraste entre le texte et son arrière-plan ?,Pour la lisibilité et l'accessibilité,Pour créer des animations,Pour réduire le HTML,Pour forcer Flexbox,CSS,easy,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi un état focus visible est important ?,Pour les utilisateurs clavier,Pour les utilisateurs souris uniquement,Pour cacher les liens,Pour accélérer CSS,CSS,easy,css_accessibility_performance,Web Dev & IA Quiz
Quelle pseudo-classe est adaptée au focus clavier moderne ?,:focus-visible,:keyboard-focus,::focus-visible,@focus,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi éviter de supprimer outline sans alternative ?,Cela peut rendre la navigation clavier invisible,Cela rend le site plus rapide,Cela corrige tous les styles,Cela améliore le SEO,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Quelle media query détecte une préférence de thème sombre ?,prefers-color-scheme,dark-mode-user,theme-dark,color-theme,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Quelle media query détecte une préférence de réduction d'animations ?,prefers-reduced-motion,disable-motion,reduced-animation,motion-off,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi minifier le CSS en production ?,Pour réduire le poids du fichier,Pour changer les couleurs,Pour supprimer la cascade,Pour rendre le HTML valide,CSS,easy,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi éviter des sélecteurs trop coûteux et complexes ?,Ils compliquent maintenance et peuvent affecter les performances,Ils sont toujours invalides,Ils suppriment les media queries,Ils empêchent les variables,CSS,hard,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi charger uniquement le CSS nécessaire est utile ?,Pour améliorer le temps de chargement,Pour empêcher les styles,Pour éviter les classes,Pour remplacer JavaScript,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Quel problème visuel peut causer une police web lente à charger ?,Un changement ou flash de police,Une suppression du DOM,Un bug SQL,Une disparition des images,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi définir des tailles d'image peut améliorer la stabilité visuelle ?,Cela limite les décalages de layout,Cela améliore le contraste,Cela remplace alt,Cela évite tout scroll,CSS,medium,css_accessibility_performance,Web Dev & IA Quiz
Quel indicateur UX est lié aux décalages visuels de page ?,CLS,FPS,SEO-only,DOMCount,CSS,hard,css_accessibility_performance,Web Dev & IA Quiz
Pourquoi éviter les animations de width ou height dans certains cas ?,Elles peuvent provoquer des recalculs de layout coûteux,Elles sont interdites,Elles ne fonctionnent jamais,Elles cachent le texte,CSS,hard,css_accessibility_performance,Web Dev & IA Quiz
Quelles propriétés sont souvent plus sûres à animer ?,transform et opacity,width et height seulement,margin et padding toujours,display et position,CSS,hard,css_accessibility_performance,Web Dev & IA Quiz
