question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source
Quel est le nom de la ville dans Saints Row The Third ?,Steelport,Stilwater,Carcer,Liberté,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle est la langue officielle du Costa Rica ?,Espagnol,Anglais,portugais,créole,Géographie,easy,Open Trivia DB
"Au baseball, combien de fois la balle doit-elle être lancée en dehors de la zone de strike avant que le frappeur n'obtienne un but sur balles ?",4,1,2,3,Sportif,easy,Open Trivia DB
Quel était le premier album de Rage Against the Machine ?,Rage Against the Machine,Empire du Mal,Bombtrack,La bataille de Los Angeles,Divertissement : Musique,easy,Open Trivia DB
Quel est le format d'image le plus fréquemment utilisé pour les logos dans la base de données Wikimedia ?,.svg,.png,.jpeg,.gif,Sciences : Informatique,easy,Open Trivia DB
Qu'est-ce qu'une mandoline ?,Chaîne,Laiton,Percussion,Bois,Divertissement : Musique,easy,Open Trivia DB
"Dans ""Fallout 4"", quelle faction est absente du jeu ?",L'Enclave,Les Minutemen,La Confrérie de l'Acier,L'Institut,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Quel est le nom du protagoniste principal de ""Xenoblade Chronicles"" ?",Shulk,Reyn,Fiora,Dunban,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui a découvert la loi de la gravité ?,Sir Isaac Newton,Galilée,Charles Darwin,Albert Einstein,Science et nature,easy,Open Trivia DB
Quel est le plus grand désert chaud du monde ?,Sahara,Gobi,Mojave,Kalahari,Géographie,easy,Open Trivia DB
Carcassonne est inspirée de quelle ville française ?,Carcassonne,Paris,Marseille,Clermont-Ferrand,Divertissement : Jeux de société,easy,Open Trivia DB
Lequel de ces personnages n'est PAS un personnage de dessin animé Disney ?,Daffy Duck,Donald Duck,Daisy Duck,Picsou,Divertissement : Dessins animés et animation,easy,Open Trivia DB
"Quel film met en scène un esprit géant ressemblant à un lapin, doté de pouvoirs magiques comme celui de faire pousser des arbres ?",Mon voisin Totoro,Houblon,Hausse des gardiens,Alice au pays des merveilles,Divertissement : Film,easy,Open Trivia DB
Quelle actrice a épousé Michael Douglas en 2000 ?,Catherine Zeta-Jones,Ruth Jones,Pam Ferris,Sara Sugarman,célébrités,easy,Open Trivia DB
Quelle ballade américaine des années 1970 faisait référence au crash d'avion de 1959 comme étant « le jour où la musique est morte » ?,American Pie,Pluie du Kentucky,Je vous aimerai toujours,Suicide rock 'n' roll,Divertissement : Musique,easy,Open Trivia DB
Comment appelle-t-on un polygone à huit côtés ?,Octogone,Hexagone,Nanagon,Heptagone,Sciences : Mathématiques,easy,Open Trivia DB
Dans quelle ville balnéaire britannique se déroulait la sitcom de la BBC « Fawlty Towers » ?,Torquay,Blackpool,Bournemouth,Great Yarmouth,Divertissement : Télévision,easy,Open Trivia DB
Quel était le nom du protagoniste de Portal et Portal 2 ?,Chell,Mel,Chloé,Christine,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui est souvent surnommé « le Maestro » dans le circuit masculin de tennis ?,Roger Federer,Bill Tilden,Boris Becker,Pete Sampras,Sportif,easy,Open Trivia DB
L'ordinateur Electron a été commercialisé en Grande-Bretagne en 1983 pour le marché de l'informatique domestique par quelle entreprise ?,Ordinateurs Acorn,Recherche Sinclair,Amstrad PLC,Machines de bureau Commodore,Sciences : Informatique,easy,Open Trivia DB
Quel type de couverts est le plus adapté pour manger de la soupe ?,Cuillère,Fourchette,Couteau,Baguettes,Connaissances générales,easy,Open Trivia DB
Le plus grand marché de consommation en 2015 était...,Les États-Unis d'Amérique,Allemagne,Japon,Royaume-Uni,Politique,easy,Open Trivia DB
Terry Gilliam était un animateur qui a travaillé avec quel groupe comique britannique ?,Monty Python,Les Goodies,La Ligue des Gentlemen,Les Penny Dreadfuls,Connaissances générales,easy,Open Trivia DB
Comment s'appelle l'art japonais du pliage de papier en formes et figures décoratives ?,Origami,Sumi-e,Ukiyo-e,Haïku,Art,easy,Open Trivia DB
Quel groupe interprète la chanson « Crash into Me » ?,Dave Matthews Band,Phish,Les Grateful Dead,Destiny's Child,Divertissement : Musique,easy,Open Trivia DB
Combien de temps a duré la Seconde Guerre mondiale ?,6 ans,4 ans,5 ans,7 ans,Histoire,easy,Open Trivia DB
"Dans l'univers de Star Trek, de quelle couleur est le sang des Vulcains ?",Vert,Bleu,Rouge,Violet,Divertissement : Télévision,easy,Open Trivia DB
Quel membre des Foo Fighters était auparavant le batteur de Nirvana ?,Dave Grohl,Taylor Hawkins,Nate Mendel,Chris Shiflett,Divertissement : Musique,easy,Open Trivia DB
Qui sont les créateurs originaux de Ratchet & Clank ?,Jeux d'insomnie,Jeux PixelTail,Rare,Béthesda,Divertissement : Jeux vidéo,easy,Open Trivia DB
Dans quelle galaxie se situe la Terre ?,La Voie lactée,La galaxie de Mars,Le Galaxy Note,Le trou noir,Connaissances générales,easy,Open Trivia DB
Quelle est la racine carrée de 49 ?,7,4,12,9,Sciences : Mathématiques,easy,Open Trivia DB
"Quel acteur américain prête sa voix au PDG d'Aperture Science, Cave Johnson ?",J.K. Simmons,Nolan Nord,John Patrick Lowrie,Christopher Lloyd,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Parmi les personnages de Team Fortress 2, lequel n'utilise pas de fusil à pompe comme arme secondaire ?",Ingénieur,Soldat,Pyro,Lourd,Divertissement : Jeux vidéo,easy,Open Trivia DB
En quelle année la centrale nucléaire de Tchernobyl a-t-elle subi une fusion du cœur ?,1986,1991,1975,1998,Histoire,easy,Open Trivia DB
"Dans les comics DC, quel est le vrai nom d'Owlman ?",Thomas Wayne Jr.,Thomas Wayne,Bruce Wayne,Joseph Chill,Divertissement : Bandes dessinées,easy,Open Trivia DB
Qui est l'héroïne principale de l'anime Full Metal Panic!,Kaname Chidori,Télétha Testarossa,Melissa Mao,Kyoko Tokiwa,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Quel ancien membre d'un boys band a sorti le single solo à succès « Angels » en 1997 ?,Robbie Williams,Justin Timberlake,Harry Styles,Gary Barlow,Divertissement : Musique,easy,Open Trivia DB
Quel musicien de reggae canadien a connu un succès en 1993 avec la chanson « Informer » ?,Neige,Pluie,Grêle,Neige fondue,Divertissement : Musique,easy,Open Trivia DB
"Le RMS Titanic a coulé lors de son voyage inaugural de Southampton, en Angleterre, vers quelle ville américaine ?",New York,Boston,Philadelphie,Washington,Histoire,easy,Open Trivia DB
"Dans « A Hat in Time », que doit collecter Hat Kid pour terminer un niveau ?",Une montre,Un fragment de cœur,Un fragment de relique,Un chapeau,Divertissement : Jeux vidéo,easy,Open Trivia DB
Lequel de ces dessins animés mettait en scène un personnage nommé Heinz Doofenshmirtz ?,Phineas et Ferb,Ren et Stimpy,Ben 10,Batman : La série animée,Divertissement : Dessins animés et animation,easy,Open Trivia DB
Quel était le nom du mauvais tableau de Squiudward dans l'épisode de Bob l'éponge intitulé « Artiste inconnu » ?,Audacieux et effronté,Carlo Tentacule en repos,Morceaux déchirés,Perspectives inclinées,Connaissances générales,easy,Open Trivia DB
Ces deux pays ont formé un Commonwealth du XVIe au XVIIIe siècle.,Pologne et Lituanie,Hutu et Rwanda,Corée du Nord et Corée du Sud,Bangladesh et Bhoutan,Histoire,easy,Open Trivia DB
Quel catcheur a remporté le Royal Rumble masculin de 2019 ?,Seth Rollins,Braun Strowman,Styles AJ,Andrade,Sportif,easy,Open Trivia DB
"Durant la Seconde Guerre mondiale, quel était le char d'assaut le plus redouté par les Alliés ?",PanzerKampfwagen V Panther,Marder III,Mks Matilda II,PanzerKampfwagen VI Tiger,Véhicules,easy,Open Trivia DB
"Quel est le vrai nom du rappeur américain Eminem, également connu sous le nom de Slim Shady ?",Marshall Mathers,Calvin Broadus,Shawn Carter,Nasir Jones,Divertissement : Musique,easy,Open Trivia DB
L'histoire de Robin des Bois est originaire de quel pays ?,Angleterre,France,Portugal,Écosse,Connaissances générales,easy,Open Trivia DB
Quel est le niveau de difficulté le plus élevé possible dans « Deus Ex : Mankind Divided » ?,Je n'ai jamais demandé ça,Cauchemar,Extrême,Gourou,Divertissement : Jeux vidéo,easy,Open Trivia DB
Laquelle de ces chaînes de restauration rapide n'est PAS principalement connue pour vendre des pizzas ?,Wendy's,Domino's,Petits Césars,Papa John's,Connaissances générales,easy,Open Trivia DB
Laquelle des personnages suivantes n'est PAS une candidate au mariage (femme) dans le jeu Stardew Valley ?,Caroline,Abigail,Haley,Léa,Divertissement : Jeux vidéo,easy,Open Trivia DB
M.U.G.E.N. est le nom de quel type de moteur de jeu ?,Jeu de combat,Jeu de plateforme,Jeu de tir,Jeu de puzzle,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Si vous deviez programmer un logiciel dans ce langage, vous ne pourriez taper que des 0 et des 1.",Binaire,JavaScript,C++,Python,Sciences : Informatique,easy,Open Trivia DB
"Quelle console Game Boy de la série Game Boy, parmi les consoles de jeux vidéo portables, est sortie en premier ?",Game Boy Color,Game Boy Advance,Game Boy Micro,Game Boy Advance SP,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle est la voiture homologuée pour la route la plus rapide au monde ?,Koenigsegg Agera RS,Hennessy Venom GT,Bugatti Veyron Super Sport,Pagani Huayra BC,Véhicules,easy,Open Trivia DB
Quel est le nom de code du système d'exploitation mobile Android 7.0 ?,Nougat,Sandwich glacé,Dragée,Guimauve,Sciences : Informatique,easy,Open Trivia DB
Quel est le maximum de points de vie dans Terraria ?,500,400,1000,100,Divertissement : Jeux vidéo,easy,Open Trivia DB
La chanson « YYZ » de Rush tire son nom du code d'identification aéroportuaire IATA de quelle ville ?,Toronto,Vancouver,Ottawa,Calgary,Divertissement : Musique,easy,Open Trivia DB
Comment s'appellent les peuples autochtones de Nouvelle-Zélande ?,Maori,Vikings,Polynésiens,Samoans,Géographie,easy,Open Trivia DB
"Parmi ces pays africains, lesquels ont l'espagnol comme langue officielle ?",Guinée équatoriale,Guinée,Cameroun,Angola,Géographie,easy,Open Trivia DB
Quel signe du zodiaque est représenté par le Crabe ?,Cancer,Balance,Vierge,Sagittaire,Connaissances générales,easy,Open Trivia DB
« The Potato Sack » était une compilation de jeux indépendants sortie sur Steam en 2011 pour promouvoir quel jeu ?,Portail 2,Left 4 Dead 2,Half-Life 3,Dota 2,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans Portal 2, comment le PDG d'Aperture Science, Cave Johnson, est-il vraisemblablement mort ?",Empoisonnement par les roches lunaires,Envoi accidentel d'un portail vers la Lune,J'ai glissé sous la douche,Intoxication à l'amiante,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le poids atomique standard d'un noyau de plutonium ?,244,94,481,128,Science et nature,easy,Open Trivia DB
Quel ancien président américain a été surnommé « Teddy » après avoir refusé de tirer sur un ours noir sans défense ?,Théodore Roosevelt,Woodrow Wilson,James F. Fielder,Andrew Jackson,Politique,easy,Open Trivia DB
Laquelle de ces fêtes n'est généralement PAS célébrée au mois de décembre ?,Action de grâces,Noël,Kwanzaa,Hanoukka,Connaissances générales,easy,Open Trivia DB
Quel jeu télévisé de Nickelodeon mettait en scène une maison que les candidats devaient fouiller pour y trouver des objets cachés ?,"Trouvé, c'est gardé",Double défi,Nickelodeon Guts,Nick Arcade,Divertissement : Télévision,easy,Open Trivia DB
Quand a commencé la bataille de la Somme ?,1er juillet 1916,1er août 1916,2 juillet 1916,30 juin 1916,Histoire,easy,Open Trivia DB
Kanye West a interrompu quelle célébrité lors des MTV Video Music Awards de 2009 ?,Taylor Swift,MF DOOM,Beyoncé,Beck,Divertissement : Musique,easy,Open Trivia DB
Sous quel nom Ramon Estevez est-il plus connu ?,Martin Sheen,Charlie Sheen,Ramon Sheen,Emilio Estevez,célébrités,easy,Open Trivia DB
Quelle est la ville polonaise connue des Allemands sous le nom de Dantzig ?,Gdańsk,Varsovie,Zakopane,Poznań,Géographie,easy,Open Trivia DB
Quel pays a accueilli la Coupe du Monde de la FIFA 2018 ?,Russie,Allemagne,États-Unis,Arabie Saoudite,Sportif,easy,Open Trivia DB
Quel candidat a remporté l'élection présidentielle américaine de 2012 ?,Barack Obama,Mitt Romney,Bob Hope,Ross Perot,Politique,easy,Open Trivia DB
Quel était le nom du premier épisode de Doctor Who diffusé en 1963 ?,Un enfant surnaturel,Les Daleks,Les Aztèques,Le bord de la destruction,Divertissement : Télévision,easy,Open Trivia DB
Le système de numération à base 16 est plus communément appelé,Hexidécimal,Binaire,Duodécimal,Octal,Sciences : Informatique,easy,Open Trivia DB
Qui a écrit et réalisé le film « Platoon » de 1986 ?,Oliver Stone,Francis Ford Coppola,Stanley Kubrick,Michael Cimino,Divertissement : Film,easy,Open Trivia DB
Que signifie « MP » dans MP3 ?,Image animée,Lecteur de musique,Passage multiple,Micro Point,Sciences : Informatique,easy,Open Trivia DB
Gwyneth Paltrow a une fille qui s'appelle...?,Pomme,Lis,Français,Dakota,célébrités,easy,Open Trivia DB
"Dans Pokémon, le talent Garde Mystique est exclusif à quel Pokémon ?",Shedinja,Sableye,Spiritomb,Silvally,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelles sont les pièces cylindriques qui montent et descendent à l'intérieur du moteur ?,Pistons,Ressorts à lames,Radiateurs,ABS,Véhicules,easy,Open Trivia DB
"Quand quelqu'un est lâche, on dit qu'il a le ventre de quelle couleur ?",Jaune,Vert,Rouge,Bleu,Connaissances générales,easy,Open Trivia DB
Dans quelle chaîne de restauration rapide peut-on commander un Jamocha Shake ?,Arby's,McDonald's,Burger King,Wendy's,Connaissances générales,easy,Open Trivia DB
Qui a peint la Joconde ?,Léonard de Vinci,Pablo Picasso,Claude Monet,Vincent van Gogh,Art,easy,Open Trivia DB
Les antibiotiques sont généralement pris pour combattre quoi ?,Infections bactériennes,Virus,Migraines,Douleurs musculaires,Connaissances générales,easy,Open Trivia DB
Quel est le nom du chien à trois têtes dans Harry Potter à l'école des sorciers ?,Duveteux,Pointe,Efféminé,Place,Divertissement : Livres,easy,Open Trivia DB
"Quel est le plus grand pays, en superficie, qui n'a qu'un seul fuseau horaire ?",Chine,Canada,Inde,Russie,Géographie,easy,Open Trivia DB
Pour laquelle de ces équipes Jaromir Jagr n'a-t-il pas joué ?,Les Islanders de New York,Flames de Calgary,Diables du New Jersey,Stars de Dallas,Sportif,easy,Open Trivia DB
De quel boys band des années 90 Justin Timberlake était-il membre ?,*NSYNC,Les Backstreet Boys,Westlife,Boyzone,Divertissement : Musique,easy,Open Trivia DB
La glace sèche est la forme solide de quelle substance ?,dioxyde de carbone,Azote,Ammoniac,Oxygène,Science et nature,easy,Open Trivia DB
Quel membre de la Velvet Room n'est pas un personnage jouable dans Persona 4 Arena Ultimax ?,Théodore,Élisabeth,Margaret,Marie,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom de l'épouse de Rivers Cuomo ?,Kyoko Ito,Yoko Ono,Kyary Pamyu Pamyu,LiSA,Divertissement : Musique,easy,Open Trivia DB
"Dans « World of Warcraft », lequel des éléments suivants peut-on trouver en dehors de chaque donjon instancié ?",Pierre de rencontre,Une pierre d'invocation,Une pierre de rassemblement,Une pierre de foyer,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans ""Homestuck"", qui est le tuteur de Dave Strider ?",Frère,Becquerel,Doc Scratch,Halley,Divertissement : Bandes dessinées,easy,Open Trivia DB
Qui est le fondateur de la société fictive « Mann Co » de Team Fortress 2 ?,Zepheniah Mann,Cave Johnson,Wallace Breem,Saxton Hale,Divertissement : Jeux vidéo,easy,Open Trivia DB
Sur quel continent se situe la cordillère des Andes ?,Amérique du Sud,Europe,Asie,Afrique,Géographie,easy,Open Trivia DB
"Dans la première saison de la série politique dramatique de Netflix « House of Cards », quel poste gouvernemental occupe Frank Underwood ?",chef de la majorité à la Chambre,procureur général,Président,chef d'état-major,Divertissement : Télévision,easy,Open Trivia DB
Quelle entreprise est propriétaire d'Outlook ?,Microsoft,Google,Pomme,Yahoo,Connaissances générales,easy,Open Trivia DB
Quelle est généralement considérée comme la plus ancienne civilisation connue de l'humanité ?,Sumérie,Babylone,Assyrie,Phénicie,Histoire,easy,Open Trivia DB
Qui a incarné le général Aladeen dans Le Dictateur ?,Sacha Baron Cohen,Johnny Depp,James Franco,Leonardo DiCaprio,Connaissances générales,easy,Open Trivia DB
